filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00000_1.wav,22064,0.34205286241737776,0.08903672850508153,0.1244828850030899,0.0031458460725843906,1782.6226818267407,116977.08247153372,2020.5563278887853,84328.68051770284,3845.075666600203,832845.9205599641,0.08011097919083526,0.0007086049369337929,-4.631096089724451e-05,0.008642671629786491,-1.1364467127350508e-06,0.0047891694121062756,123.046875,-125.18817731534676,2678.9520881952353,120.22212747733958,239.18511806676585,-18.358816366685314,253.9292358932307,44.88731685182781,190.40551450001874,-5.444660413830325,147.4748716865552,20.87296842515425,84.18468414226975,-13.77267444137867,74.87977223812113,16.822573932314945,65.0194407502216,-12.438343051558878,88.56578790344976,11.849509072580723,65.87104320658251,-8.861545010226257,55.62755879385985,9.30155436053856,45.83150042369594,-4.159668602490275,41.106483259368645,7.1191195655833885,41.07711553729973,-5.663027570492753,55.734364632018455,0.5301016226305112,69.97204722681943,-2.870995729347238,35.479566072682026,0.3060763527290136,43.506837436135086,-2.7003689692230717,58.69399595403688,2.370231888565051,48.047721832292325,blues
blues.00000_2.wav,22064,0.36639092171143606,0.08811341281205967,0.1353694051504135,0.0028476298321038485,1803.1338442711165,181387.0138676819,2043.2080328143172,90946.37899691609,3903.82983568373,1121839.8779294936,0.08156449390951276,0.0008840240969807217,-6.456179835367948e-05,0.00783938355743885,-5.33061902387999e-05,0.006632334087044001,129.19921875,-104.6499225559004,2517.954509794913,122.30776567771181,422.62171088753695,-16.163610042116048,172.83528998342544,40.85163524169425,140.96473814119204,-10.409743115171283,125.34602169084145,18.029104265381836,99.08904510186274,-12.755882968791868,62.58681219826662,15.955489395286707,61.72051179970672,-12.655363552850776,79.9285415777839,12.14982392430922,50.441129545050586,-7.67340473986164,69.3893504292609,10.479906383556965,48.72624691619965,-4.333719905325404,41.386650323603874,5.224411990643529,38.87175300129805,-6.193036084002282,36.568925297440465,0.6775474471278841,37.15627648260034,-0.9461129292508432,38.90840912889612,-0.17083670093546907,44.038217613481585,-2.29119718173376,39.56196913148394,1.508930642537591,30.957495742441115,blues
blues.00000_3.wav,22064,0.3416128230093507,0.08882617140281487,0.13089068233966827,0.002418010262772441,1767.40653607167,92117.45823812467,1944.426261391302,77565.15875325806,3672.610197487674,716437.7699144882,0.08709645990429234,0.0006691191746677862,-4.748216815642081e-05,0.007917510345578194,5.713187420042232e-05,0.005716226063668728,123.046875,-112.96274780231673,2347.8360267240832,125.0898878400398,221.9540863984314,-25.854933852280443,253.5136047506626,44.19730967765563,120.57490942585557,-6.065271223520906,198.38046658696015,19.739115007719413,80.83610401234617,-17.30834348027384,58.810775184639255,15.891156204512297,74.79904508205048,-14.311969731027899,74.17415064213506,11.345277751518072,68.40167387117813,-10.862291937275844,57.40111103695248,8.887645194737809,52.907380319386085,-4.576091281057051,40.31867539182301,6.92696141478398,40.33767329315046,-5.516426970483459,55.380415566084174,2.7622154876004865,49.559094685080105,-2.8712197344754045,34.69612089800088,0.11813571486699087,36.72897688339881,-3.230835655028748,67.71421869623094,0.9956812366909747,59.71069175404127,blues
blues.00001_1.wav,22064,0.3579999700447819,0.09065756161904115,0.09440458565950394,0.0023316293954849243,1364.27376576456,291346.76443940826,1842.0304668582237,221553.84892700514,2976.3033484084976,2452152.1132231103,0.05521090124709977,0.0015477419288427393,0.0001143599147326313,0.005166269838809967,-0.00014615280088037252,0.002821529982611537,107.666015625,-221.93119856953138,9396.897333827583,131.14763082775434,599.0519414966083,0.49046577460335344,1073.966422320956,39.10195980912609,227.74328716711966,7.865720891640302,249.52660206309085,17.84226645389667,179.12906708418785,-6.045131582276485,237.70628115739981,22.62396806000416,108.3724439432381,-5.24742857779564,170.52675345492048,10.499156221581336,106.79624817491154,-3.1230524987719868,73.65335946238157,6.931743171846776,87.72138549136147,-1.8819955232393615,64.74512344668308,4.951430162368517,73.8941272866298,-4.531080832955011,59.077001953973614,-0.46396246541615305,62.798434684558146,0.49785210748083375,61.23626641653697,0.03932508118474934,48.48297326624075,-1.0835759881473614,54.45464197679537,-0.11230822177770963,53.948945643764354,blues
blues.00001_2.wav,22064,0.34612472899611857,0.10088442402662484,0.08795852959156036,0.0020734460558742285,1581.2777848858045,445452.088998025,2125.2340028002036,208450.71479264976,3786.371458544809,3232910.904872126,0.05295868982018562,0.0013665528084137353,0.00015477619308512658,0.003869070904329419,-0.00013796733401250094,0.0031061149202287197,107.666015625,-222.16832260754148,7075.297610309316,124.33298245106919,581.5210075741335,11.157732952848185,329.2180704634242,38.722604820692204,344.13653560541394,-0.6847631487922469,249.2858611299607,27.81809331013324,146.57432271307349,-12.987438548628308,199.0087025549265,25.15732426129035,150.92336547294337,-14.813419556290894,147.97892311504052,15.075875709153875,104.60738201682216,-8.104753167609175,145.8742609108675,9.272532238488475,106.41590870613211,-3.031386261494359,72.32157299275015,3.856776931850559,52.631779038347915,-7.838706197494851,54.94026490013471,4.567084240200822,54.984587657145454,0.11459950357438463,57.306569550174224,-0.3672470466610099,48.31813138897483,-2.6469905573859913,40.664637889308736,1.1184119967788353,45.825509980176626,blues
blues.00001_3.wav,22064,0.31504141480162634,0.09130379502111036,0.10539128631353378,0.0025600206572562456,1644.1290105859105,349447.1158916585,2148.477247012261,154761.58011502292,3887.8173261673433,2754213.21421239,0.05967793829756381,0.0013910988701052712,0.0001523950631963089,0.006272200960665941,-0.0002410652523394674,0.0032336467411369085,103.359375,-182.5487976799021,6182.911721842224,122.28849375259053,501.71070781477425,9.660446017903086,219.6579945579295,34.94569098527178,213.95607976417293,-3.2775187831138686,256.3146918100926,23.47177069262724,100.09370950525054,-10.8685506863756,139.4873339129299,26.2062855072223,152.366246907664,-13.93136565781129,130.15121670048566,13.395853181856904,99.06120102452223,-8.509249109428218,85.09525109570659,2.6407786313434647,84.91805876755993,-4.2594870783736765,56.83804658291366,5.964157451188384,91.5915138544297,-7.504623358021789,41.34172363744164,0.3422623490270921,44.02820353257708,-4.127905755534613,52.50940406857155,2.4344500232734525,45.16213538449876,1.9012769272872556,52.539186507097504,1.436218912517408,40.668820244887016,blues
blues.00002_1.wav,22064,0.38202724297760837,0.08723829697844322,0.16596177220344543,0.002063482068479061,1521.5568461335452,224961.62087685426,1736.799388390009,64062.18812413138,3028.0629735535094,850854.9501323913,0.07018221613979118,0.001670339719073813,5.6803564802976325e-06,0.012904979288578033,-7.411898650389048e-07,0.007183644454926252,151.99908088235293,-99.11201871574426,3046.9793817040686,141.55411364363212,603.1528292484586,-25.73870243670581,337.10191623857605,34.465647752957366,143.21121264888333,-17.07919094308674,185.56772910511364,25.84556905626336,88.71362899259175,-13.173907141547708,131.55378989461101,10.72831254434407,129.71449784016676,-11.375274522531782,75.44252041991075,7.317137956159193,66.67417051638697,-12.999936586453526,58.01002145958007,4.5445746264967894,52.16873985595711,-8.695224649489365,55.237188294350986,-2.3150167946071973,56.053088803431216,-8.144970233088996,41.98945153377958,2.917831898880846,37.90503099970151,-6.660074294645805,53.70721242908395,-2.039235233497013,48.657552895656146,-2.0452702364726405,45.7314884978474,-2.6973359106926735,28.559635954384355,blues
blues.00002_2.wav,22064,0.3582349434450841,0.08586376781986066,0.16791844367980957,0.0018040500581264496,1507.4574558052393,165513.8639183644,1694.8209392124606,84999.77587841326,2976.9278612601506,931496.8261730892,0.07305752428944315,0.0006472413639393864,1.328526764154958e-07,0.013832642696797848,-1.2721162420348264e-05,0.007107911631464958,151.99908088235293,-100.2414627409287,3883.1416278525166,145.47893661716174,596.2710356506334,-31.026258244815786,382.9196805753037,36.44613149262844,154.82422287709696,-16.61754068148567,158.39585146251406,26.852820028113065,62.97424306743334,-13.694904697491683,114.39102889686372,10.985368272091787,98.83657793192911,-13.04163474963348,81.80156960066769,9.181435561820592,71.20171668626159,-15.323974512457085,81.22903733340164,4.0213545044203,71.27670198401665,-7.5701346284683355,77.34007591054905,-2.051624052259281,68.80039706909307,-9.813669405892412,36.00192040695618,3.08594812311946,46.848664868569486,-9.15566818911362,44.208730987185334,-2.290865409604529,41.66101607001663,-3.500264047868404,51.444419209007904,-1.572774727303713,32.39168811310052,blues
blues.00002_3.wav,22064,0.353570826557549,0.08193553140857164,0.19282764196395874,0.0039068968035280704,1626.7521192964814,69225.45707323155,1808.7418786005653,71968.47920500791,3109.474468895012,557095.8721826138,0.08519884715777262,0.0005851575668972137,-2.7015582872991217e-06,0.022208914160728455,-1.750628143781796e-05,0.008024133741855621,161.4990234375,-74.83751054005758,2654.3756441868272,137.3338585200394,311.6012655665334,-33.42808619912268,491.06217631859295,26.887350042970006,81.35952249648487,-10.97867218416621,90.73226381613416,27.237327710141404,68.02274435221376,-16.689662681218056,64.73793959861415,15.702664321117688,71.1204767733863,-13.276410578011212,36.959032083184226,14.958406068423319,35.09942354691171,-13.275709549754492,32.22890634223301,10.996116745175408,38.80663908419427,-12.386096230552075,34.94448413421688,3.0383732491884032,30.35342545320832,-11.464686309653683,28.170228213403007,3.0047281016216556,37.757018697738474,-8.884286113565098,44.72433767894258,0.3149515153606912,63.646882110560995,-6.012718397383846,35.833722001035596,-1.2610532978898286,30.750313178429774,blues
blues.00003_1.wav,22064,0.39176511896481436,0.09477763102056641,0.14054763317108154,0.007427103817462921,947.018873554784,135762.85804145256,1427.8362976162546,122599.10031653733,1863.9460375580047,946786.0542874046,0.030092172998839907,0.00029109558940114107,6.332279554044362e-06,0.020997555926442146,6.278451564867282e-06,0.002334100427106023,63.02400914634146,-214.46568355529072,5864.917364924119,156.5869522121284,502.5894388236142,2.785258962319803,298.9196980660019,26.750802441189,136.90034783172734,4.973102089181056,219.2348413899286,9.370925106664261,102.4269530167368,-1.3340497070254116,138.16964355305214,10.199723173891568,61.494906258228845,2.4397179916853298,68.60398847409024,8.812751212867383,46.9473850202919,2.481811299936398,56.69962530159783,4.70136228713206,31.904381946099544,-2.3646638413525496,29.760201549187727,-0.8664066047643606,39.47700679077555,-3.422016563228729,41.23780093780163,-0.27301400460148295,33.78222038799005,0.23158492457684587,31.175875909019673,2.4375198948312065,30.588255954393027,1.2842406926567356,26.782135062075845,-2.200282901233913,31.076508224471226,blues
